dimension,mutation rate,cross over rate,pxa,pxb,pxc,pxp
86,0.6,0.1,0.24026,0.24797,0.26003,0.25174
,,,,,,
86,1,0.1,0.2403,0.24246,0.25905,0.25819
,,,,,,
86,0.2,0.4,0.21771,0.26925,0.28254,0.2305
,,,,,,
86,0.6,0.4,0.21911,0.24083,0.2816,0.25846
,,,,,,
86,1,0.4,0.21842,0.21907,0.28219,0.28032
,,,,,,
86,0.2,0.7,0.19108,0.28606,0.30602,0.21684
,,,,,,
86,0.6,0.7,0.19311,0.23637,0.30868,0.26184
,,,,,,
86,1,0.7,0.19165,0.19291,0.30663,0.30881
,,,,,,
87,0.2,0.1,0.24369,0.25366,0.25976,0.24289
,,,,,,
87,0.6,0.1,0.24084,0.24927,0.25865,0.25124
,,,,,,
87,1,0.1,0.24238,0.2416,0.25795,0.25807
,,,,,,
87,0.2,0.4,0.21612,0.27164,0.28211,0.23013
,,,,,,
87,0.6,0.4,0.21692,0.24209,0.28467,0.25632
,,,,,,
87,1,0.4,0.21831,0.21642,0.28224,0.28303
,,,,,,
87,0.2,0.7,0.19105,0.28407,0.30975,0.21513
,,,,,,
87,0.6,0.7,0.19292,0.23845,0.30819,0.26044
,,,,,,
87,1,0.7,0.19144,0.19025,0.3119,0.30641
,,,,,,
88,0.2,0.1,0.24218,0.25387,0.25626,0.24769
,,,,,,
88,0.6,0.1,0.23942,0.25126,0.25894,0.25038
,,,,,,
88,1,0.1,0.2412,0.24172,0.25788,0.2592
,,,,,,
88,0.2,0.4,0.2169,0.26979,0.28197,0.23134
,,,,,,
88,0.6,0.4,0.21578,0.24294,0.28491,0.25637
,,,,,,
88,1,0.4,0.21657,0.2151,0.2836,0.28473
,,,,,,
88,0.2,0.7,0.19371,0.2849,0.30872,0.21267
,,,,,,
88,0.6,0.7,0.19277,0.23758,0.30951,0.26014
,,,,,,
88,1,0.7,0.1926,0.19155,0.30805,0.3078
,,,,,,
89,0.2,0.1,0.24348,0.25825,0.25439,0.24388
,,,,,,
89,0.6,0.1,0.24051,0.24871,0.2595,0.25128
,,,,,,
89,1,0.1,0.23847,0.2423,0.25965,0.25958
,,,,,,
89,0.2,0.4,0.21511,0.27362,0.28183,0.22944
,,,,,,
89,0.6,0.4,0.21708,0.24461,0.28292,0.25539
,,,,,,
89,1,0.4,0.21663,0.21772,0.2838,0.28185
,,,,,,
89,0.2,0.7,0.192,0.28576,0.30857,0.21367
,,,,,,
89,0.6,0.7,0.19396,0.23822,0.30835,0.25947
,,,,,,
89,1,0.7,0.19101,0.1917,0.31035,0.30694
,,,,,,
90,0.2,0.1,0.23998,0.25665,0.25789,0.24548
,,,,,,
90,0.6,0.1,0.24191,0.24812,0.25811,0.25186
,,,,,,
90,1,0.1,0.24183,0.24143,0.25966,0.25708
,,,,,,
90,0.2,0.4,0.21706,0.27079,0.2817,0.23045
,,,,,,
90,0.6,0.4,0.21812,0.24572,0.28104,0.25512
,,,,,,
90,1,0.4,0.21722,0.21704,0.28311,0.28263
,,,,,,
90,0.2,0.7,0.19231,0.2848,0.30858,0.21431
,,,,,,
90,0.6,0.7,0.1908,0.23907,0.30866,0.26147
,,,,,,
90,1,0.7,0.19018,0.19132,0.3089,0.3096
,,,,,,
91,0.2,0.1,0.24313,0.25421,0.25851,0.24415
,,,,,,
91,0.6,0.1,0.24309,0.24819,0.2564,0.25232
,,,,,,
91,1,0.1,0.2406,0.23994,0.25983,0.25963
,,,,,,
91,0.2,0.4,0.21462,0.26958,0.28452,0.23128
,,,,,,
91,0.6,0.4,0.21711,0.24269,0.28421,0.25599
,,,,,,
91,1,0.4,0.21771,0.21766,0.28067,0.28396
,,,,,,
91,0.2,0.7,0.19135,0.28289,0.30996,0.2158
,,,,,,
91,0.6,0.7,0.19056,0.23861,0.31066,0.26017
,,,,,,
91,1,0.7,0.19175,0.19214,0.30958,0.30653
,,,,,,
92,0.2,0.1,0.24088,0.25594,0.25747,0.24571
,,,,,,
92,0.6,0.1,0.24215,0.24739,0.25844,0.25202
,,,,,,
92,1,0.1,0.23884,0.24356,0.25863,0.25897
,,,,,,
92,0.2,0.4,0.21749,0.26896,0.28255,0.231
,,,,,,
92,0.6,0.4,0.21774,0.24188,0.28197,0.25841
,,,,,,
92,1,0.4,0.21747,0.21607,0.28287,0.28359
,,,,,,
92,0.2,0.7,0.19375,0.28227,0.30734,0.21664
,,,,,,
92,0.6,0.7,0.19198,0.2369,0.31041,0.26071
,,,,,,
92,1,0.7,0.19423,0.19057,0.30753,0.30767
,,,,,,
93,0.2,0.1,0.24186,0.25304,0.25943,0.24567
,,,,,,
93,0.6,0.1,0.24156,0.24773,0.25829,0.25242
,,,,,,
93,1,0.1,0.24255,0.23793,0.25931,0.26021
,,,,,,
93,0.2,0.4,0.21536,0.27081,0.28407,0.22976
,,,,,,
93,0.6,0.4,0.21673,0.24244,0.28354,0.25729
,,,,,,
93,1,0.4,0.21642,0.21723,0.28169,0.28466
,,,,,,
93,0.2,0.7,0.1922,0.28431,0.30851,0.21498
,,,,,,
93,0.6,0.7,0.19234,0.23933,0.30766,0.26067
,,,,,,
93,1,0.7,0.1927,0.19074,0.31016,0.3064
,,,,,,
94,0.2,0.1,0.23889,0.25657,0.25717,0.24737
,,,,,,
94,0.6,0.1,0.24454,0.24716,0.25665,0.25165
,,,,,,
94,1,0.1,0.24106,0.24515,0.2568,0.25699
,,,,,,
94,0.2,0.4,0.21372,0.26988,0.28452,0.23188
,,,,,,
94,0.6,0.4,0.21507,0.2442,0.28453,0.2562
,,,,,,
94,1,0.4,0.21719,0.21699,0.28404,0.28178
,,,,,,
94,0.2,0.7,0.19129,0.2861,0.30617,0.21644
,,,,,,
94,0.6,0.7,0.19156,0.24078,0.30702,0.26064
,,,,,,
94,1,0.7,0.19068,0.19019,0.30813,0.311
,,,,,,
95,0.2,0.1,0.24175,0.2545,0.25976,0.24399
,,,,,,
95,0.6,0.1,0.2416,0.24743,0.25796,0.25301
,,,,,,
95,1,0.1,0.24073,0.24203,0.25718,0.26006
,,,,,,
95,0.2,0.4,0.21722,0.27016,0.28449,0.22813
,,,,,,
95,0.6,0.4,0.21721,0.24668,0.28035,0.25576
,,,,,,
95,1,0.4,0.21631,0.21631,0.28271,0.28467
,,,,,,
95,0.2,0.7,0.1919,0.28433,0.30648,0.21729
,,,,,,
95,0.6,0.7,0.19296,0.23711,0.30754,0.26239
,,,,,,
95,1,0.7,0.18943,0.19165,0.31058,0.30834
,,,,,,
96,0.2,0.1,0.24313,0.25401,0.25812,0.24474
,,,,,,
96,0.6,0.1,0.24114,0.24987,0.2582,0.25079
,,,,,,
96,1,0.1,0.24085,0.24164,0.25988,0.25763
,,,,,,
96,0.2,0.4,0.21694,0.26912,0.28271,0.23123
,,,,,,
96,0.6,0.4,0.21688,0.24214,0.28247,0.25851
,,,,,,
96,1,0.4,0.21614,0.217,0.28373,0.28313
,,,,,,
96,0.2,0.7,0.19375,0.2856,0.30685,0.2138
,,,,,,
96,0.6,0.7,0.19166,0.23704,0.30853,0.26277
,,,,,,
96,1,0.7,0.19112,0.19293,0.30845,0.3075
,,,,,,
97,0.2,0.1,0.24127,0.25369,0.2593,0.24574
,,,,,,
97,0.6,0.1,0.24013,0.25089,0.25488,0.2541
,,,,,,
97,1,0.1,0.2418,0.24044,0.26116,0.2566
,,,,,,
97,0.2,0.4,0.21685,0.27,0.28226,0.23089
,,,,,,
97,0.6,0.4,0.21562,0.24475,0.28398,0.25565
,,,,,,
97,1,0.4,0.216,0.21757,0.28312,0.28331
,,,,,,
97,0.2,0.7,0.19333,0.28401,0.30925,0.21341
,,,,,,
97,0.6,0.7,0.19062,0.23751,0.30914,0.26273
,,,,,,
97,1,0.7,0.19255,0.19288,0.30734,0.30723
,,,,,,
98,0.2,0.1,0.24314,0.25544,0.25823,0.24319
,,,,,,
98,0.6,0.1,0.24324,0.2495,0.25688,0.25038
,,,,,,
98,1,0.1,0.24115,0.242,0.25747,0.25938
,,,,,,
98,0.2,0.4,0.21798,0.26971,0.28217,0.23014
,,,,,,
98,0.6,0.4,0.21706,0.24436,0.28347,0.25511
,,,,,,
98,1,0.4,0.21726,0.21885,0.28105,0.28284
,,,,,,
98,0.2,0.7,0.19103,0.28448,0.31028,0.21421
,,,,,,
98,0.6,0.7,0.1924,0.23726,0.30681,0.26353
,,,,,,
98,1,0.7,0.19088,0.18894,0.30959,0.31059
,,,,,,
99,0.2,0.1,0.24414,0.25451,0.2552,0.24615
,,,,,,
99,0.6,0.1,0.24075,0.24919,0.25856,0.2515
,,,,,,
99,1,0.1,0.24187,0.24084,0.25825,0.25904
,,,,,,
99,0.2,0.4,0.21798,0.26921,0.28456,0.22825
,,,,,,
99,0.6,0.4,0.2182,0.2407,0.28461,0.25649
,,,,,,
99,1,0.4,0.21659,0.21702,0.28216,0.28423
,,,,,,
99,0.2,0.7,0.19159,0.28482,0.30676,0.21683
,,,,,,
99,0.6,0.7,0.18977,0.23803,0.30681,0.26539
,,,,,,
99,1,0.7,0.19234,0.192,0.30764,0.30802
,,,,,,
100,0.2,0.1,0.24117,0.25515,0.25822,0.24546
,,,,,,
100,0.6,0.1,0.23986,0.25015,0.25973,0.25026
,,,,,,
100,1,0.1,0.24128,0.24016,0.2564,0.26216
,,,,,,
100,0.2,0.4,0.21742,0.27387,0.27991,0.2288
,,,,,,
100,0.6,0.4,0.21872,0.24031,0.28463,0.25634
,,,,,,
100,1,0.4,0.21691,0.21746,0.28305,0.28258
,,,,,,
100,0.2,0.7,0.19318,0.28217,0.30925,0.2154
,,,,,,
100,0.6,0.7,0.19292,0.23818,0.30857,0.26033
,,,,,,
100,1,0.7,0.19302,0.19044,0.31076,0.30578
